Id,Sales
723,5481.779
724,5576.252
725,5692.0493
726,5943.3193
727,5692.0493
728,5593.128
729,5437.016
730,5798.6626
731,5302.313
732,6132.1875
733,5576.252
734,5437.016
735,5437.016
736,5605.219
737,5692.0493
738,5798.6626
739,5302.313
740,5437.016
741,5909.696
742,5310.67
743,5957.321
744,5302.313
745,6132.1875
746,5310.67
747,5576.252
748,5692.0493
749,5481.779
750,5481.779
751,5437.016
752,5798.6626
753,5437.016
754,5481.779
755,5692.0493
756,5437.016
757,5692.0493
758,5437.016
759,5901.8823
760,5950.472
761,5310.67
762,5646.674
763,5393.6733
764,5646.674
765,5646.674
766,5393.6733
767,5752.437
768,5268.334
769,5438.0796
770,5393.6733
771,5862.5854
772,5646.674
773,5774.8066
774,5531.7993
775,5393.6733
776,6213.278
777,5489.361
778,6209.5693
779,5636.186
780,5817.7812
781,6428.076
782,6592.65
783,6251.615
784,6040.9375
785,5918.044
786,5915.087
787,6203.6846
788,6910.852
789,5962.016
790,5816.3057
791,5702.755
792,6109.704
793,5965.253
794,5885.5347
795,5712.4673
796,5816.3057
797,6032.3237
798,5681.1465
799,6032.3237
800,5965.253
801,5681.1465
802,6403.5737
803,5816.3057
804,6526.1875
805,6032.3237
806,5565.5713
807,6089.1265
808,5565.5713
809,6403.5737
810,5855.4546
811,5712.4673
812,6043.779
813,5565.5713
814,5855.4546
815,6578.7803
816,5934.601
817,5934.601
818,5801.13
819,6057.8384
820,5825.3667
821,6370.67
822,5890.3984
823,5801.13
824,5536.973
825,5834.0576
826,5834.0576
827,5801.13
828,6551.122
829,5757.46
830,5895.4404
831,6518.6973
832,5772.4
833,5638.2617
834,5922.466
835,5675.346
836,6131.275
837,6004.2646
838,5854.3433
839,6282.592
840,5451.8164
841,6244.738
842,5804.999
843,5757.597
844,6165.6885
845,5917.4175
846,6012.3965
847,5895.9126
848,6198.1133
849,5365.241
850,5544.763
851,5439.0547
852,5232.955
853,6681.0264
854,6078.8784
855,6539.9155
856,6799.529
857,6474.837
858,7030.6807
859,7330.0547
860,7506.0317
861,7330.0547
862,7506.0317
863,7066.123
864,7081.0
865,8062.553
866,7045.4824
867,7982.0664
868,7345.4873
869,7017.5024
870,7964.575
871,6849.6577
872,6961.7417
873,7807.9595
874,6996.837
875,7457.2
876,7148.1123
877,7367.4634
878,7263.5205
879,7198.8735
880,6953.327
881,7208.3145
882,7840.026
883,6962.3926
884,7493.785
885,6646.0444
886,6576.0264
887,7513.173
888,6510.2656
889,7706.0967
890,7444.3447
891,6536.9717
892,6510.2656
893,7128.905
894,6737.6807
895,7002.906
896,6280.3867
897,6924.583
898,6514.974
899,6904.7114
900,6280.3867
901,6295.4526
902,6610.1797
903,6706.162
904,7067.5654
905,6950.933
906,6530.6025
907,6215.7856
908,6163.025
909,6381.5317
910,6363.704
911,6262.591
912,6359.911
913,6437.4087
914,6460.593
915,6460.593
916,6961.8013
917,6585.7427
918,6690.005
919,5897.853
920,5848.734
921,6173.3564
922,6710.4233
923,6578.642
924,7058.646
925,7287.774
926,6910.16
927,7738.4604
928,7058.646
929,7446.198
930,8202.919
931,7814.3
932,7608.479
933,8348.7295
934,7240.694
935,7720.126
936,7998.726
937,8172.603
938,7902.4355
939,7902.4355
940,9003.135
941,7998.726
942,8172.603
943,9003.135
944,7998.726
945,8172.603
946,7902.4355
947,8854.565
948,7902.4355
949,7998.726
950,8505.281
951,7764.8184
952,7895.1055
953,6793.7656
954,6650.851
955,6994.9683
956,7895.1055
957,7764.8184
958,6831.3887
959,6793.7656
960,6793.7656
961,6907.761
962,7563.2725
963,7158.3667
964,7403.1064
965,7210.5425
966,6860.5376
967,8219.186
968,7685.771
969,7978.839
970,7208.211
971,7424.8086
972,7044.3335
973,7776.6104
974,8312.379
975,7936.0933
976,8610.69
977,8307.425
978,8207.411
979,7936.0933
980,8777.024
981,7552.6753
982,7281.9165
983,7404.102
984,7744.8257
985,8273.495
986,7487.826
987,7963.8228
988,7487.826
989,7410.934
990,7835.802
991,7974.0913
992,7343.995
993,7697.3477
994,6989.1797
995,8150.9927
996,6915.402
997,7074.6675
998,6948.0894
999,6832.151
1000,8071.894
1001,7160.88
1002,6948.0894
1003,6948.0894
1004,8084.6533
1005,6842.533
1006,7626.5703
1007,6837.086
1008,6708.561
1009,8038.3584
1010,7046.363
1011,8136.3125
1012,6413.7207
1013,6779.1753
1014,7181.639
1015,6748.8916
1016,6920.324
1017,7504.4355
1018,6634.226
1019,7368.2153
1020,7246.622
1021,7504.4355
1022,7337.6724
1023,6498.156
1024,6761.385
1025,6703.348
1026,6703.348
1027,6448.612
1028,7585.263
1029,7105.9795
1030,7167.768
1031,8000.0156
1032,7950.5186
1033,6952.458
1034,7631.766
1035,7496.466
1036,7451.8677
1037,7248.578
1038,6320.452
1039,6304.887
1040,6565.6787
1041,7126.328
1042,6710.0713
1043,7328.314
1044,6635.251
1045,6376.5483
1046,7497.6675
1047,6727.4707
1048,6649.8994
1049,7589.0337
1050,6635.251
1051,7497.6675
1052,6496.1475
1053,7548.8584
1054,7053.5107
1055,6739.101
1056,6580.5815
1057,6381.848
1058,6378.1177
1059,6697.0596
1060,6586.5405
1061,6267.419
1062,6601.1636
1063,6521.695
1064,6586.5405
1065,6521.695
1066,6579.797
1067,7283.9243
1068,7530.039
1069,6589.7705
1070,7483.4497
1071,7696.489
1072,6604.319
1073,6655.293
1074,7359.955
1075,6670.0684
1076,6320.6147
1077,7800.4487
1078,6693.5283
1079,6678.7773
1080,6678.7773
1081,6976.106
1082,6855.4614
1083,6744.947
1084,6840.1123
1085,6757.761
1086,6221.634
1087,6058.7163
1088,7020.622
1089,6233.0264
1090,6017.0723
1091,7388.8145
1092,6665.184
1093,7689.4155
1094,9115.583
1095,7874.6494
1096,7003.7607
1097,7592.9507
1098,7761.3677
1099,7402.2734
1100,7592.9507
1101,8359.813
1102,7655.9565
1103,7402.2734
1104,8755.736
1105,7667.934
1106,8862.432
1107,7386.5312
1108,7639.6753
1109,7547.7065
1110,7156.715
1111,7178.4756
1112,8422.4795
1113,7378.701
1114,7265.946
1115,8435.656
1116,7428.464
1117,7467.991
1118,7267.9277
1119,7309.8843
1120,8859.389
1121,8713.191
1122,7922.6313
1123,7791.89
1124,7982.576
1125,9072.838
1126,7719.544
1127,8632.292
1128,8055.0435
1129,9072.838
1130,8973.481
1131,8014.511
1132,7908.4604
1133,9087.032
1134,8240.788
1135,8250.76
1136,8040.4287
1137,8349.709
1138,9195.211
1139,8171.9795
1140,9836.092
1141,8431.071
1142,9035.928
1143,9511.929
1144,8867.69
1145,8867.69
1146,8095.163
1147,7882.7427
1148,8042.4917
1149,8592.444
1150,7959.6006
1151,8320.652
1152,8976.203
1153,9152.268
1154,8101.5273
1155,8003.9995
1156,7350.884
1157,7523.3843
1158,7633.848
1159,7715.5767
1160,7523.3843
1161,7226.7295
1162,7228.7837
1163,6970.891
1164,6825.3184
1165,6583.049
1166,6395.718
1167,7761.4272
1168,6673.6895
1169,7464.7437
1170,7496.7305
1171,7528.0786
1172,7066.615
1173,7891.574
1174,6664.1226
1175,7632.21
1176,6834.3604
1177,6664.1226
1178,6511.7437
1179,6682.626
1180,7506.769
1181,7373.214
1182,6632.461
1183,7595.949
1184,6801.89
1185,6713.279
1186,6589.1045
1187,7901.124
1188,7551.5806
1189,6762.1587
1190,6762.1587
1191,6674.065
1192,6593.719
1193,6442.513
1194,6674.065
1195,8090.462
1196,6932.639
1197,7687.5234
1198,7083.222
1199,7236.8345
1200,6963.269
1201,7004.8296
1202,6959.0396
1203,7975.6963
1204,6844.1978
1205,6986.3203
1206,7004.8296
1207,7183.77
1208,7044.0986
1209,8022.404
1210,7123.107
1211,7240.4453
1212,8224.706
1213,7309.731
1214,7413.529
1215,7228.866
1216,7151.058
1217,6968.478
1218,7256.45
1219,8660.298
1220,7009.4214
1221,7129.0137
1222,7359.604
1223,8144.17
1224,8054.2827
1225,7158.613
1226,7710.9272
1227,6681.7783
1228,7839.6367
1229,7160.2993
1230,6754.256
1231,8107.0312
1232,6754.256
1233,7794.566
1234,7721.6133
1235,7136.9736
1236,6803.311
1237,7467.6494
1238,7531.0303
1239,6845.9478
1240,6525.889
1241,6671.1562
1242,6757.652
1243,6757.652
1244,6635.3906
1245,6635.3906
1246,6525.889
1247,6845.9478
1248,6893.38
1249,7752.637
1250,6520.2085
1251,7656.957
1252,6596.443
1253,6689.705
1254,7570.1646
1255,6681.6895
1256,6477.493
1257,7598.6235
1258,7915.267
1259,6994.675
1260,7200.46
1261,6973.937
1262,7200.46
1263,6994.675
1264,6994.675
1265,7052.078
1266,7052.078
1267,8001.916
1268,7138.0083
1269,6902.8677
1270,6915.138
1271,7138.0083
1272,6611.8945
1273,7779.3994
1274,6742.8306
1275,6611.8945
1276,6121.271
1277,6845.706
1278,7540.13
1279,6721.48
1280,6429.358
1281,6586.39
1282,6816.594
1283,6697.015
1284,6363.795
1285,6356.6426
1286,7459.3916
1287,6802.4546
1288,6802.4546
1289,6572.734
1290,6575.2607
1291,6625.9546
1292,7317.39
1293,6720.563
1294,6459.0894
1295,7039.605
1296,7133.1147
1297,6631.145
1298,7015.401
1299,7133.1147
1300,6459.0894
1301,6452.9683
1302,6457.5923
1303,6401.198
1304,6380.4546
1305,6284.701
1306,6523.9595
1307,6581.7363
1308,6581.7363
1309,7056.6064
1310,6430.2715
1311,6655.02
1312,7274.7246
1313,6208.7637
1314,6189.263
1315,7024.132
1316,6218.0327
1317,6504.0713
1318,6425.7715
1319,6315.7935
1320,6189.954
1321,7144.895
1322,7091.5234
1323,6460.808
1324,6439.263
1325,6451.1836
1326,7091.5234
1327,6597.3047
1328,6362.733
1329,7124.8193
1330,6263.666
1331,6411.6597
1332,6188.254
1333,6591.8135
1334,7242.856
1335,6482.586
1336,6404.545
1337,6468.146
1338,6404.545
1339,6591.8135
1340,6139.8896
1341,6451.3003
1342,7389.5967
1343,7300.6313
1344,6668.5483
1345,7277.785
1346,6464.852
1347,7357.0073
1348,6553.122
1349,6860.2495
1350,6474.2256
1351,6785.192
1352,7515.861
1353,6854.5396
1354,6285.343
1355,6838.4033
1356,6641.317
1357,6561.365
1358,6435.6836
1359,6641.317
1360,7490.948
1361,7490.948
1362,7274.5234
1363,6142.098
1364,7525.358
1365,6464.5747
1366,6142.983
1367,6386.744
1368,6618.173
1369,6521.4463
1370,6520.4697
1371,7597.9565
1372,6940.5254
1373,8042.8984
1374,6923.989
1375,6690.9688
1376,7909.282
1377,6785.159
1378,6580.55
1379,6912.652
1380,8085.062
1381,6710.0522
1382,7861.0366
1383,6761.6104
1384,8013.8843
1385,6580.55
1386,6873.5127
1387,6957.2744
1388,6862.8477
1389,8013.8843
1390,6862.8477
1391,7881.6377
1392,6784.5703
1393,6672.6074
1394,6875.08
1395,7964.4077
1396,6709.963
1397,6789.8467
1398,7887.7666
1399,6896.0566
1400,6876.0244
1401,6940.79
1402,8058.9087
1403,6861.303
1404,7745.335
1405,7745.335
1406,6557.211
1407,6667.238
1408,7875.2954
1409,7745.335
1410,7875.2954
1411,6838.508
1412,7940.0986
1413,6691.977
1414,6737.6294
1415,6838.508
1416,7786.786
1417,6754.6426
1418,6754.6426
1419,6838.508
1420,7745.335
1421,6887.6357
1422,6557.211
1423,6756.1826
1424,6854.2847
1425,6819.7285
1426,7022.8257
1427,6557.211
1428,6754.6426
1429,7875.2954
1430,6836.9556
1431,6754.6426
1432,6754.6426
1433,6557.211
1434,7839.9062
1435,7693.964
1436,6513.7188
1437,7693.964
1438,6838.508
1439,6902.828
1440,7989.569
1441,6749.4517
1442,6766.417
1443,6766.417
1444,6902.828
1445,7989.569
1446,6764.8745
1447,6866.2524
1448,7613.495
1449,7674.7026
1450,7676.452
1451,7778.8433
1452,8159.3467
1453,7778.8433
1454,6690.394
1455,5686.01
1456,5833.3955
1457,5629.8994
1458,6822.1294
1459,7728.009
1460,6836.8184
1461,5823.6387
1462,7447.7183
1463,5460.6226
1464,5972.1245
1465,5028.904
1466,5023.2036
1467,5256.593
1468,5963.905
1469,4647.854
1470,5878.2637
1471,5484.059
1472,5503.254
1473,5484.059
1474,5414.5913
1475,5414.5913
1476,5323.4756
1477,6388.4624
1478,7167.6655
1479,6388.4624
1480,6334.472
1481,5685.3857
1482,5685.3857
1483,5336.2314
1484,5685.3857
1485,5685.3857
1486,5861.344
1487,6963.601
1488,6426.7583
1489,5569.7246
1490,5909.6055
1491,5419.9395
1492,5494.3896
1493,5608.487
1494,5525.2817
1495,5494.3896
1496,7012.0693
1497,5608.487
1498,6022.952
1499,5935.0312
1500,5433.045
1501,5616.0674
1502,5540.872
1503,5307.14
1504,5150.498
1505,5530.8975
1506,5393.864
1507,7579.9478
1508,5596.9116
1509,6866.6323
1510,5739.103
1511,5812.357
1512,7171.0776
1513,5606.214
1514,5317.269
1515,5606.214
1516,7902.609
1517,5551.209
1518,6956.339
1519,6410.082
1520,7227.1084
1521,5494.269
1522,5450.719
1523,5277.1455
1524,5034.2983
1525,5749.941
1526,5034.2983
1527,5540.909
1528,4990.846
1529,5181.0977
1530,5459.862
1531,5700.721
1532,5348.7876
1533,5700.721
1534,5348.7876
1535,5178.459
1536,5459.862
1537,5459.862
1538,4991.203
1539,5459.862
1540,5332.1406
1541,5388.007
1542,5631.344
1543,5250.895
1544,4999.17
1545,5293.3633
1546,5423.8022
1547,5313.4614
1548,5313.4614
1549,6842.4614
1550,5293.3633
1551,5313.4614
1552,5293.3633
1553,5182.437
1554,5733.2266
1555,5423.8022
1556,5423.8022
1557,5313.4614
1558,5350.3286
1559,5116.0176
1560,5437.654
1561,6394.7173
1562,5550.573
1563,7209.7856
1564,5993.6616
1565,5610.6646
1566,5610.6646
1567,5334.796
1568,5533.821
1569,5658.665
1570,5487.0835
1571,6321.139
1572,6068.271
1573,5680.5073
1574,6088.3423
1575,5564.9453
1576,5680.5073
1577,5648.834
1578,5602.707
1579,5640.876
1580,5557.1055
1581,5672.505
1582,6081.9116
1583,5672.505
1584,5598.6094
1585,5594.814
1586,5933.8823
1587,5307.51
1588,6194.059
1589,5557.1055
1590,5594.814
1591,5594.814
1592,5585.973
1593,5672.505
1594,5933.8823
1595,5307.51
1596,5594.814
1597,6047.504
1598,5393.596
1599,6077.139
1600,5307.51
1601,6194.059
1602,5393.596
1603,5557.1055
1604,5672.505
1605,5640.876
1606,5640.876
1607,5594.814
1608,5933.8823
1609,5594.814
1610,5640.876
1611,5672.505
1612,5594.814
1613,5691.653
1614,5613.6997
1615,6093.67
1616,6143.8384
1617,5411.8027
1618,5677.398
1619,5599.64
1620,5677.398
1621,5677.398
1622,5599.64
1623,5939.001
1624,5398.249
1625,5645.7417
1626,5599.64
1627,6052.7207
1628,5677.398
1629,5806.228
1630,5561.899
1631,5599.64
1632,6363.206
1633,5597.0347
1634,6379.3955
1635,5746.7393
1636,6010.2065
1637,6603.8774
1638,6743.088
1639,6422.5913
1640,6043.906
1641,5920.952
1642,5917.993
1643,6206.733
1644,7199.485
1645,6228.5986
1646,5904.2246
1647,5683.846
1648,6237.047
1649,5930.3853
1650,5951.573
1651,5805.8184
1652,5970.6265
1653,6144.7993
1654,5755.895
1655,6144.7993
1656,5930.3853
1657,5755.895
1658,6537.0405
1659,5970.6265
1660,6689.845
1661,6144.7993
1662,5662.1904
1663,6078.6465
1664,5662.1904
1665,6564.157
1666,5871.265
1667,5829.9023
1668,6021.0337
1669,5662.1904
1670,5871.265
1671,6722.6274
1672,5924.3867
1673,5924.3867
1674,5920.387
1675,6047.4116
1676,5841.0957
1677,6530.428
1678,5868.2305
1679,5920.387
1680,5633.0957
1681,6013.693
1682,6013.693
1683,5920.387
1684,6715.405
1685,5934.737
1686,6076.9653
1687,6661.231
1688,5950.137
1689,5736.142
1690,5938.457
1691,5850.095
1692,6188.5845
1693,6033.6646
1694,6074.6064
1695,6440.1416
1696,5563.894
1697,6233.9897
1698,5983.7393
1699,5934.8784
1700,6195.205
1701,6112.3154
1702,6110.7065
1703,6011.1523
1704,6271.6826
1705,5500.598
1706,5684.6484
1707,5576.2734
1708,5364.975
1709,6691.3066
1710,6024.1245
1711,6508.192
1712,6948.189
1713,6377.978
1714,6178.8525
1715,7471.675
1716,7250.784
1717,7471.675
1718,7250.784
1719,6282.5796
1720,6295.807
1721,8399.472
1722,6191.8613
1723,7715.9595
1724,7487.405
1725,7070.5527
1726,7610.105
1727,7349.9375
1728,6118.265
1729,7790.3145
1730,6220.975
1731,7486.998
1732,6094.0596
1733,7995.8657
1734,6728.016
1735,7812.8984
1736,6554.0093
1737,7383.77
1738,7615.9795
1739,6190.3496
1740,7280.021
1741,6086.3394
1742,6022.217
1743,7071.5034
1744,5584.705
1745,6954.753
1746,7231.9907
1747,6489.2734
1748,5584.705
1749,6445.3774
1750,7317.823
1751,7142.769
1752,5503.453
1753,6842.8794
1754,6545.1074
1755,7572.2373
1756,5503.453
1757,5516.656
1758,6366.843
1759,7311.3486
1760,6984.1753
1761,6868.866
1762,6522.2983
1763,6136.254
1764,6479.563
1765,6828.4834
1766,6023.1533
1767,5455.6035
